00:00.444  render           | Video append frame 1
00:05.884  render           | Video append frame 1609
00:05.887  render           | Video append frame 1610
00:05.890  render           | Video append frame 1611
00:05.893  render           | Video append frame 1612
00:05.896  render           | Video append frame 1613
00:05.898  render           | Video append frame 1614
00:05.902  render           | Video append frame 1615
00:05.905  render           | Video append frame 1616
00:05.908  render           | Video append frame 1617
00:05.912  render           | Video append frame 1618
00:05.914  render           | Video append frame 1619
00:05.918  render           | Video append frame 1620
00:05.921  render           | Video append frame 1621
00:05.924  render           | Video append frame 1622
00:05.927  render           | Video append frame 1623
00:05.930  render           | Video append frame 1624
00:05.933  render           | Video append frame 1625
00:05.936  render           | Video append frame 1626
00:05.939  render           | Video append frame 1627
00:05.941  render           | Video append frame 1628
00:05.944  render           | Video append frame 1629
00:05.947  render           | Video append frame 1630
00:05.951  render           | Video append frame 1631
00:05.954  render           | Video append frame 1632
00:05.957  render           | Video append frame 1633
00:05.960  render           | Video append frame 1634
00:05.963  render           | Video append frame 1635
00:05.966  render           | Video append frame 1636
00:05.969  render           | Video append frame 1637
00:05.971  render           | Video append frame 1638
00:05.974  render           | Video append frame 1639
00:05.977  render           | Video append frame 1640
00:05.980  render           | Video append frame 1641
00:05.983  render           | Video append frame 1642
00:05.985  render           | Video append frame 1643
00:05.988  render           | Video append frame 1644
00:05.992  render           | Video append frame 1645
00:05.994  render           | Video append frame 1646
00:05.998  render           | Video append frame 1647
00:06.001  render           | Video append frame 1648
00:06.004  render           | Video append frame 1649
00:06.007  render           | Video append frame 1650
00:06.010  render           | Video append frame 1651
00:06.012  render           | Video append frame 1652
00:06.015  render           | Video append frame 1653
00:06.018  render           | Video append frame 1654
00:06.021  render           | Video append frame 1655
00:06.023  render           | Video append frame 1656
00:06.026  render           | Video append frame 1657
00:06.029  render           | Video append frame 1658
00:06.032  render           | Video append frame 1659
00:06.035  render           | Video append frame 1660
00:06.037  render           | Video append frame 1661
00:06.040  render           | Video append frame 1662
00:06.043  render           | Video append frame 1663
00:06.046  render           | Video append frame 1664
00:06.049  render           | Video append frame 1665
00:06.051  render           | Video append frame 1666
00:06.054  render           | Video append frame 1667
00:06.057  render           | Video append frame 1668
00:06.060  render           | Video append frame 1669
00:06.063  render           | Video append frame 1670
00:06.066  render           | Video append frame 1671
00:06.068  render           | Video append frame 1672
00:06.071  render           | Video append frame 1673
00:06.074  render           | Video append frame 1674
00:06.077  render           | Video append frame 1675
00:06.080  render           | Video append frame 1676
00:06.083  render           | Video append frame 1677
00:06.086  render           | Video append frame 1678
00:06.089  render           | Video append frame 1679
00:06.092  render           | Video append frame 1680
00:06.095  render           | Video append frame 1681
00:06.097  render           | Video append frame 1682
00:06.100  render           | Video append frame 1683
00:06.103  render           | Video append frame 1684
00:06.106  render           | Video append frame 1685
00:06.109  render           | Video append frame 1686
00:06.112  render           | Video append frame 1687
00:06.115  render           | Video append frame 1688
00:06.118  render           | Video append frame 1689
00:06.121  render           | Video append frame 1690
00:06.124  render           | Video append frame 1691
00:06.128  render           | Video append frame 1692
00:06.132  render           | Video append frame 1693
00:06.135  render           | Video append frame 1694
00:06.138  render           | Video append frame 1695
00:06.141  render           | Video append frame 1696
00:06.144  render           | Video append frame 1697
00:06.147  render           | Video append frame 1698
00:06.150  render           | Video append frame 1699
00:06.152  render           | Video append frame 1700
00:06.155  render           | Video append frame 1701
00:06.160  render           | Video append frame 1702
00:06.165  render           | Video append frame 1703
00:06.169  render           | Video append frame 1704
00:06.172  render           | Video append frame 1705
00:06.174  render           | Video append frame 1706
00:06.177  render           | Video append frame 1707
00:06.180  render           | Video append frame 1708
00:06.182  render           | Video append frame 1709
00:06.185  render           | Video append frame 1710
00:06.188  render           | Video append frame 1711
00:06.191  render           | Video append frame 1712
00:06.193  render           | Video append frame 1713
00:06.196  render           | Video append frame 1714
00:06.199  render           | Video append frame 1715
00:06.201  render           | Video append frame 1716
00:06.204  render           | Video append frame 1717
00:06.207  render           | Video append frame 1718
00:06.210  render           | Video append frame 1719
00:06.213  render           | Video append frame 1720
00:06.216  render           | Video append frame 1721
00:06.219  render           | Video append frame 1722
00:06.222  render           | Video append frame 1723
00:06.224  render           | Video append frame 1724
00:06.227  render           | Video append frame 1725
00:06.230  render           | Video append frame 1726
00:06.233  render           | Video append frame 1727
00:06.236  render           | Video append frame 1728
00:06.238  render           | Video append frame 1729
00:06.241  render           | Video append frame 1730
00:06.244  render           | Video append frame 1731
00:06.246  render           | Video append frame 1732
00:06.249  render           | Video append frame 1733
00:06.252  render           | Video append frame 1734
00:06.255  render           | Video append frame 1735
00:06.258  render           | Video append frame 1736
00:06.260  render           | Video append frame 1737
00:06.263  render           | Video append frame 1738
00:06.266  render           | Video append frame 1739
00:06.269  render           | Video append frame 1740
00:06.272  render           | Video append frame 1741
00:06.275  render           | Video append frame 1742
00:06.278  render           | Video append frame 1743
00:06.281  render           | Video append frame 1744
00:06.285  render           | Video append frame 1745
00:06.287  render           | Video append frame 1746
00:06.291  render           | Video append frame 1747
00:06.297  render           | Video append frame 1748
00:06.308  render           | Video append frame 1749
00:06.312  render           | Video append frame 1750
00:06.316  render           | Video append frame 1751
00:06.320  render           | Video append frame 1752
00:06.324  render           | Video append frame 1753
00:06.331  render           | Video append frame 1754
00:06.336  render           | Video append frame 1755
00:06.341  render           | Video append frame 1756
00:06.347  render           | Video append frame 1757
00:06.353  render           | Video append frame 1758
00:06.357  render           | Video append frame 1759
00:06.361  render           | Video append frame 1760
00:06.367  render           | Video append frame 1761
00:06.372  render           | Video append frame 1762
00:06.377  render           | Video append frame 1763
00:06.382  render           | Video append frame 1764
00:06.386  render           | Video append frame 1765
00:06.391  render           | Video append frame 1766
00:06.394  render           | Video append frame 1767
00:06.397  render           | Video append frame 1768
00:06.401  render           | Video append frame 1769
00:06.405  render           | Video append frame 1770
00:06.408  render           | Video append frame 1771
00:06.415  render           | Video append frame 1772
00:06.420  render           | Video append frame 1773
00:06.426  render           | Video append frame 1774
00:06.431  render           | Video append frame 1775
00:06.436  render           | Video append frame 1776
00:06.441  render           | Video append frame 1777
00:06.446  render           | Video append frame 1778
00:06.453  render           | Video append frame 1779
00:06.458  render           | Video append frame 1780
00:06.463  render           | Video append frame 1781
00:06.468  render           | Video append frame 1782
00:06.472  render           | Video append frame 1783
00:06.476  render           | Video append frame 1784
00:06.479  render           | Video append frame 1785
00:06.483  render           | Video append frame 1786
00:06.486  render           | Video append frame 1787
00:06.490  render           | Video append frame 1788
00:06.493  render           | Video append frame 1789
00:06.497  render           | Video append frame 1790
00:06.502  render           | Video append frame 1791
00:06.512  render           | Video append frame 1792
00:06.520  render           | Video append frame 1793
00:06.524  render           | Video append frame 1794
00:06.528  render           | Video append frame 1795
00:06.532  render           | Video append frame 1796
00:06.537  render           | Video append frame 1797
00:06.542  render           | Video append frame 1798
00:06.548  render           | Video append frame 1799
00:06.553  render           | Video append frame 1800
00:06.558  render           | Video append frame 1801
00:06.565  render           | Video append frame 1802
00:06.570  render           | Video append frame 1803
00:06.576  render           | Video append frame 1804
00:06.582  render           | Video append frame 1805
00:06.585  render           | Video append frame 1806
00:06.589  render           | Video append frame 1807
00:06.592  render           | Video append frame 1808
00:06.596  render           | Video append frame 1809
00:06.600  render           | Video append frame 1810
00:06.603  render           | Video append frame 1811
00:06.606  render           | Video append frame 1812
00:06.609  render           | Video append frame 1813
00:06.612  render           | Video append frame 1814
00:06.616  render           | Video append frame 1815
00:06.620  render           | Video append frame 1816
00:06.624  render           | Video append frame 1817
00:06.626  render           | Video append frame 1818
00:06.629  render           | Video append frame 1819
00:06.633  render           | Video append frame 1820
00:06.636  render           | Video append frame 1821
00:06.639  render           | Video append frame 1822
00:06.642  render           | Video append frame 1823
00:06.645  render           | Video append frame 1824
00:06.648  render           | Video append frame 1825
00:06.651  render           | Video append frame 1826
00:06.654  render           | Video append frame 1827
00:06.657  render           | Video append frame 1828
00:06.660  render           | Video append frame 1829
00:06.663  render           | Video append frame 1830
00:06.666  render           | Video append frame 1831
00:06.668  render           | Video append frame 1832
00:06.671  render           | Video append frame 1833
00:06.674  render           | Video append frame 1834
00:06.676  render           | Video append frame 1835
00:06.679  render           | Video append frame 1836
00:06.682  render           | Video append frame 1837
00:06.685  render           | Video append frame 1838
00:06.687  render           | Video append frame 1839
00:06.691  render           | Video append frame 1840
00:06.693  render           | Video append frame 1841
00:06.696  render           | Video append frame 1842
00:06.699  render           | Video append frame 1843
00:06.701  render           | Video append frame 1844
00:06.704  render           | Video append frame 1845
00:06.707  render           | Video append frame 1846
00:06.709  render           | Video append frame 1847
00:06.712  render           | Video append frame 1848
00:06.719  render           | Video append frame 1849
00:06.723  render           | Video append frame 1850
00:06.726  render           | Video append frame 1851
00:06.729  render           | Video append frame 1852
00:06.732  render           | Video append frame 1853
00:06.735  render           | Video append frame 1854
00:06.738  render           | Video append frame 1855
00:06.741  render           | Video append frame 1856
00:06.744  render           | Video append frame 1857
00:06.747  render           | Video append frame 1858
00:06.750  render           | Video append frame 1859
00:06.754  render           | Video append frame 1860
00:06.756  render           | Video append frame 1861
00:06.759  render           | Video append frame 1862
00:06.762  render           | Video append frame 1863
00:06.766  render           | Video append frame 1864
00:06.769  render           | Video append frame 1865
00:06.772  render           | Video append frame 1866
00:06.775  render           | Video append frame 1867
00:06.778  render           | Video append frame 1868
00:06.781  render           | Video append frame 1869
00:06.785  render           | Video append frame 1870
00:06.788  render           | Video append frame 1871
00:06.791  render           | Video append frame 1872
00:06.795  render           | Video append frame 1873
00:06.798  render           | Video append frame 1874
00:06.800  render           | Video append frame 1875
00:06.804  render           | Video append frame 1876
00:06.807  render           | Video append frame 1877
00:06.809  render           | Video append frame 1878
00:06.813  render           | Video append frame 1879
00:06.816  render           | Video append frame 1880
00:06.819  render           | Video append frame 1881
00:06.822  render           | Video append frame 1882
00:06.825  render           | Video append frame 1883
00:06.828  render           | Video append frame 1884
00:06.831  render           | Video append frame 1885
00:06.834  render           | Video append frame 1886
00:06.838  render           | Video append frame 1887
00:06.841  render           | Video append frame 1888
00:06.844  render           | Video append frame 1889
00:06.847  render           | Video append frame 1890
00:06.851  render           | Video append frame 1891
00:06.855  render           | Video append frame 1892
00:06.858  render           | Video append frame 1893
00:06.862  render           | Video append frame 1894
00:06.865  render           | Video append frame 1895
00:06.869  render           | Video append frame 1896
00:06.872  render           | Video append frame 1897
00:06.875  render           | Video append frame 1898
00:06.878  render           | Video append frame 1899
00:06.881  render           | Video append frame 1900
00:06.884  render           | Video append frame 1901
00:06.887  render           | Video append frame 1902
00:06.891  render           | Video append frame 1903
00:06.894  render           | Video append frame 1904
00:06.897  render           | Video append frame 1905
00:06.900  render           | Video append frame 1906
00:06.903  render           | Video append frame 1907
00:06.906  render           | Video append frame 1908
00:06.909  render           | Video append frame 1909
00:06.912  render           | Video append frame 1910
00:06.916  render           | Video append frame 1911
00:06.918  render           | Video append frame 1912
00:06.922  render           | Video append frame 1913
00:06.925  render           | Video append frame 1914
00:06.928  render           | Video append frame 1915
00:06.931  render           | Video append frame 1916
00:06.935  render           | Video append frame 1917
00:06.938  render           | Video append frame 1918
00:06.941  render           | Video append frame 1919
00:06.945  render           | Video append frame 1920
00:06.948  render           | Video append frame 1921
00:06.951  render           | Video append frame 1922
00:06.954  render           | Video append frame 1923
00:06.957  render           | Video append frame 1924
00:06.960  render           | Video append frame 1925
00:06.963  render           | Video append frame 1926
00:06.966  render           | Video append frame 1927
00:06.969  render           | Video append frame 1928
00:06.972  render           | Video append frame 1929
00:06.975  render           | Video append frame 1930
00:06.978  render           | Video append frame 1931
00:06.981  render           | Video append frame 1932
00:06.984  render           | Video append frame 1933
00:06.988  render           | Video append frame 1934
00:06.991  render           | Video append frame 1935
00:06.994  render           | Video append frame 1936
00:06.997  render           | Video append frame 1937
00:07.001  render           | Video append frame 1938
00:07.004  render           | Video append frame 1939
00:07.007  render           | Video append frame 1940
00:07.010  render           | Video append frame 1941
00:07.013  render           | Video append frame 1942
00:07.016  render           | Video append frame 1943
00:07.019  render           | Video append frame 1944
00:07.023  render           | Video append frame 1945
00:07.025  render           | Video append frame 1946
00:07.029  render           | Video append frame 1947
00:07.032  render           | Video append frame 1948
00:07.035  render           | Video append frame 1949
00:07.038  render           | Video append frame 1950
00:07.042  render           | Video append frame 1951
00:07.045  render           | Video append frame 1952
00:07.048  render           | Video append frame 1953
00:07.051  render           | Video append frame 1954
00:07.054  render           | Video append frame 1955
00:07.058  render           | Video append frame 1956
00:07.061  render           | Video append frame 1957
00:07.064  render           | Video append frame 1958
00:07.067  render           | Video append frame 1959
00:07.070  render           | Video append frame 1960
00:07.073  render           | Video append frame 1961
00:07.075  render           | Video append frame 1962
00:07.079  render           | Video append frame 1963
00:07.081  render           | Video append frame 1964
00:07.084  render           | Video append frame 1965
00:07.088  render           | Video append frame 1966
00:07.091  render           | Video append frame 1967
00:07.093  render           | Video append frame 1968
00:07.096  render           | Video append frame 1969
00:07.099  render           | Video append frame 1970
00:07.102  render           | Video append frame 1971
00:07.106  render           | Video append frame 1972
00:07.109  render           | Video append frame 1973
00:07.112  render           | Video append frame 1974
00:07.115  render           | Video append frame 1975
00:07.118  render           | Video append frame 1976
00:07.122  render           | Video append frame 1977
00:07.125  render           | Video append frame 1978
00:07.128  render           | Video append frame 1979
00:07.131  render           | Video append frame 1980
00:07.134  render           | Video append frame 1981
00:07.137  render           | Video append frame 1982
00:07.140  render           | Video append frame 1983
00:07.143  render           | Video append frame 1984
00:07.146  render           | Video append frame 1985
00:07.149  render           | Video append frame 1986
00:07.152  render           | Video append frame 1987
00:07.155  render           | Video append frame 1988
00:07.159  render           | Video append frame 1989
00:07.162  render           | Video append frame 1990
00:07.165  render           | Video append frame 1991
00:07.168  render           | Video append frame 1992
00:07.171  render           | Video append frame 1993
00:07.174  render           | Video append frame 1994
00:07.177  render           | Video append frame 1995
00:07.180  render           | Video append frame 1996
00:07.183  render           | Video append frame 1997
00:07.186  render           | Video append frame 1998
00:07.189  render           | Video append frame 1999
00:07.192  render           | Video append frame 2000
00:07.195  render           | Video append frame 2001
00:07.198  render           | Video append frame 2002
00:07.201  render           | Video append frame 2003
00:07.204  render           | Video append frame 2004
00:07.208  render           | Video append frame 2005
00:07.211  render           | Video append frame 2006
00:07.214  render           | Video append frame 2007
00:07.217  render           | Video append frame 2008
00:07.221  render           | Video append frame 2009
00:07.225  render           | Video append frame 2010
00:07.228  render           | Video append frame 2011
00:07.232  render           | Video append frame 2012
00:07.235  render           | Video append frame 2013
00:07.238  render           | Video append frame 2014
00:07.241  render           | Video append frame 2015
00:07.244  render           | Video append frame 2016
00:07.248  render           | Video append frame 2017
00:07.251  render           | Video append frame 2018
00:07.254  render           | Video append frame 2019
00:07.257  render           | Video append frame 2020
00:07.261  render           | Video append frame 2021
00:07.264  render           | Video append frame 2022
00:07.267  render           | Video append frame 2023
00:07.270  render           | Video append frame 2024
00:07.274  render           | Video append frame 2025
00:07.277  render           | Video append frame 2026
00:07.280  render           | Video append frame 2027
00:07.284  render           | Video append frame 2028
00:07.287  render           | Video append frame 2029
00:07.291  render           | Video append frame 2030
00:07.294  render           | Video append frame 2031
00:07.297  render           | Video append frame 2032
00:07.300  render           | Video append frame 2033
00:07.303  render           | Video append frame 2034
00:07.306  render           | Video append frame 2035
00:07.309  render           | Video append frame 2036
00:07.312  render           | Video append frame 2037
00:07.315  render           | Video append frame 2038
00:07.318  render           | Video append frame 2039
00:07.321  render           | Video append frame 2040
00:07.324  render           | Video append frame 2041
00:07.327  render           | Video append frame 2042
00:07.330  render           | Video append frame 2043
00:07.333  render           | Video append frame 2044
00:07.337  render           | Video append frame 2045
00:07.341  render           | Video append frame 2046
00:07.344  render           | Video append frame 2047
00:07.347  render           | Video append frame 2048
00:07.350  render           | Video append frame 2049
00:07.353  render           | Video append frame 2050
00:07.356  render           | Video append frame 2051
00:07.359  render           | Video append frame 2052
00:07.362  render           | Video append frame 2053
00:07.365  render           | Video append frame 2054
00:07.367  render           | Video append frame 2055
00:07.370  render           | Video append frame 2056
00:07.374  render           | Video append frame 2057
00:07.377  render           | Video append frame 2058
00:07.380  render           | Video append frame 2059
00:07.384  render           | Video append frame 2060
00:07.387  render           | Video append frame 2061
00:07.391  render           | Video append frame 2062
00:07.394  render           | Video append frame 2063
00:07.397  render           | Video append frame 2064
00:07.400  render           | Video append frame 2065
00:07.403  render           | Video append frame 2066
00:07.406  render           | Video append frame 2067
00:07.409  render           | Video append frame 2068
00:07.412  render           | Video append frame 2069
00:07.415  render           | Video append frame 2070
00:07.419  render           | Video append frame 2071
00:07.422  render           | Video append frame 2072
00:07.426  render           | Video append frame 2073
00:07.429  render           | Video append frame 2074
00:07.432  render           | Video append frame 2075
00:07.435  render           | Video append frame 2076
00:07.438  render           | Video append frame 2077
00:07.441  render           | Video append frame 2078
00:07.444  render           | Video append frame 2079
00:07.447  render           | Video append frame 2080
00:07.450  render           | Video append frame 2081
00:07.453  render           | Video append frame 2082
00:07.457  render           | Video append frame 2083
00:07.460  render           | Video append frame 2084
00:07.463  render           | Video append frame 2085
00:07.466  render           | Video append frame 2086
00:07.470  render           | Video append frame 2087
00:07.473  render           | Video append frame 2088
00:07.476  render           | Video append frame 2089
00:07.479  render           | Video append frame 2090
00:07.481  render           | Video append frame 2091
00:07.484  render           | Video append frame 2092
00:07.487  render           | Video append frame 2093
00:07.491  render           | Video append frame 2094
00:07.494  render           | Video append frame 2095
00:07.497  render           | Video append frame 2096
00:07.499  render           | Video append frame 2097
00:07.502  render           | Video append frame 2098
00:07.505  render           | Video append frame 2099
00:07.509  render           | Video append frame 2100
00:07.512  render           | Video append frame 2101
00:07.515  render           | Video append frame 2102
00:07.518  render           | Video append frame 2103
00:07.521  render           | Video append frame 2104
00:07.524  render           | Video append frame 2105
00:07.527  render           | Video append frame 2106
00:07.530  render           | Video append frame 2107
00:07.533  render           | Video append frame 2108
00:07.536  render           | Video append frame 2109
00:07.540  render           | Video append frame 2110
00:07.543  render           | Video append frame 2111
00:07.546  render           | Video append frame 2112
00:07.549  render           | Video append frame 2113
00:07.551  render           | Video append frame 2114
00:07.555  render           | Video append frame 2115
00:07.558  render           | Video append frame 2116
00:07.561  render           | Video append frame 2117
00:07.564  render           | Video append frame 2118
00:07.567  render           | Video append frame 2119
00:07.571  render           | Video append frame 2120
00:07.574  render           | Video append frame 2121
00:07.577  render           | Video append frame 2122
00:07.579  render           | Video append frame 2123
00:07.582  render           | Video append frame 2124
00:07.585  render           | Video append frame 2125
00:07.587  render           | Video append frame 2126
00:07.590  render           | Video append frame 2127
00:07.593  render           | Video append frame 2128
00:07.596  render           | Video append frame 2129
00:07.598  render           | Video append frame 2130
00:07.601  render           | Video append frame 2131
00:07.604  render           | Video append frame 2132
00:07.606  render           | Video append frame 2133
00:07.609  render           | Video append frame 2134
00:07.612  render           | Video append frame 2135
00:07.615  render           | Video append frame 2136
00:07.618  render           | Video append frame 2137
00:07.620  render           | Video append frame 2138
00:07.623  render           | Video append frame 2139
00:07.625  render           | Video append frame 2140
00:07.628  render           | Video append frame 2141
00:07.631  render           | Video append frame 2142
00:07.634  render           | Video append frame 2143
00:07.637  render           | Video append frame 2144
00:07.640  render           | Video append frame 2145
00:07.642  render           | Video append frame 2146
00:07.645  render           | Video append frame 2147
00:07.648  render           | Video append frame 2148
00:07.650  render           | Video append frame 2149
00:07.653  render           | Video append frame 2150
00:07.656  render           | Video append frame 2151
00:07.659  render           | Video append frame 2152
00:07.662  render           | Video append frame 2153
00:07.664  render           | Video append frame 2154
00:07.667  render           | Video append frame 2155
00:07.670  render           | Video append frame 2156
00:07.672  render           | Video append frame 2157
00:07.675  render           | Video append frame 2158
00:07.678  render           | Video append frame 2159
00:07.680  render           | Video append frame 2160
Info: Saved as "gangnae_guidance_v8.blend"
[guidance-v8] composition complete
{
  "status": "ok",
  "scene": "Gangnae_Guidance_V8",
  "visual_strip_count": 9,
  "overlay_strip_count": 1,
  "audio_strip_count": 6,
  "frames": [
    1,
    2160
  ],
  "fps": 24,
  "duration_seconds": 90.0,
  "video_path": "/Users/hyeokjae/Desktop/ICTCB/flood/output/guidance_v8/gangnae_guidance_v8.mp4",
  "video_bytes": 6023093,
  "blend_path": "/Users/hyeokjae/Desktop/ICTCB/flood/blender/gangnae_guidance_v8.blend",
  "blend_bytes": 87830
}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit

/Users/hyeokjae/Desktop/ICTCB/flood/blender/compose_guidance_video_v8.py:17: DeprecationWarning: 'ImageStrip.frame_final_duration' is expected to be removed in Blender 6.0
  strip.frame_final_duration = duration
/Users/hyeokjae/Desktop/ICTCB/flood/blender/compose_guidance_video_v8.py:28: DeprecationWarning: 'MovieStrip.frame_final_duration' is expected to be removed in Blender 6.0
  use_duration = min(strip.frame_final_duration, remaining)
/Users/hyeokjae/Desktop/ICTCB/flood/blender/compose_guidance_video_v8.py:29: DeprecationWarning: 'MovieStrip.frame_final_duration' is expected to be removed in Blender 6.0
  strip.frame_final_duration = use_duration
